Block Index,Ref Block Index,Participant,Date,Score,Social Knowledge Building,Initial Text,Processed Text
187,185,Mona-chat,Thu Jan 01 12:49:46 EET 1970,6.98698416094318,15.071875080211157,One person can answer to more than one question at a time this way,person answer question time way.
188,185,corina-forum,Thu Jan 01 12:50:15 EET 1970,5.381591567460054,11.422383430708791,The problem is that we must save the chat and make a special achieve with all conversations ...,problem chat make special achieve conversation.
189,184,diana-wiki,Thu Jan 01 12:50:32 EET 1970,7.049767680240967,20.082386452410333,Not really I think people tend to get confused when they are told something than they would read it,really think people tend get confuse tell read.
190,188,corina-forum,Thu Jan 01 12:50:52 EET 1970,6.3413814962713015,18.837864462480795,So using the forum is better! A moderator can be online all the time,use forum good. moderator online time.
191,188,diana-wiki,Thu Jan 01 12:50:53 EET 1970,1.1833086699339102,2.223573822488065,Why is this a problem?,problem.
192,189,diana-wiki,Thu Jan 01 12:51:05 EET 1970,0.5166488173869427,0.0,We can post it afterwards,post.
193,190,Mona-chat,Thu Jan 01 12:51:32 EET 1970,3.398391859925063,7.221435030614527,As I said before forum is more efficient with solving problems,say forum efficient solve problem.
194,190,diana-wiki,Thu Jan 01 12:51:38 EET 1970,1.941986800421195,0.6950981124098625,Yes forum is a suitable option too,forum suitable option.
195,192,corina-forum,Thu Jan 01 12:51:42 EET 1970,4.177197554975181,4.740507940580625,Yes but on a forum we can make special topics and they are saved automatically,forum make special topic automatically.
196,195,diana-wiki,Thu Jan 01 12:52:34 EET 1970,8.325143608703343,32.34333322928981,Maybe some of the customers feel uncomfortable to post their problems on forums thinking they maybe to simple,maybe customer feel uncomfortable post problem forum think maybe simple.
197,195,cristi-wave,Thu Jan 01 12:52:35 EET 1970,1.669600269708995,1.8133701043155837,Yes ... in a forum topics are very well delimited .... it is very easy to read it,forum topic delimit. easy read.
198,196,Mona-chat,Thu Jan 01 12:53:13 EET 1970,3.794755102088772,1.6842524046085845,True.... there could be such customers.... and in this case the privacy of a chat is great!,true. customer. case privacy chat great.
199,196,corina-forum,Thu Jan 01 12:53:40 EET 1970,3.479024700404971,3.3209448083329223,True.maybe they want more details ink.so chat is perfect for them,want detail chat perfect.
200,196,cristi-wave,Thu Jan 01 12:53:49 EET 1970,2.4317231798936585,3.866173473493271,The only wrong question is the one not asked :),wrong question ask.
201,198,diana-wiki,Thu Jan 01 12:53:58 EET 1970,3.398360069072364,1.2819303305714056,Agree and we can post only parts of the conversation without the nicknames,agree post part conversation nickname.
202,200,corina-forum,Thu Jan 01 12:54:21 EET 1970,1.4401974335912624,0.4234104162724268,low.and on the Internet no one can see our face,internet see face.
203,200,diana-wiki,Thu Jan 01 12:54:39 EET 1970,2.7990308111614697,2.8790479766572417,Nicely said but not everybody agrees on that unfortunately,nicely say agree unfortunately.
204,200,Mona-chat,Thu Jan 01 12:54:42 EET 1970,3.5335994994486803,2.9766689364274193,True.... but there are people that don't like forums and before the privacy of a chat conversation,true. people forum privacy chat conversation.
205,204,stefan-blog,Thu Jan 01 12:55:17 EET 1970,1.784629970537667,0.5674963309833209,In forums members can send each one private messages,forum member send private message.
206,202,diana-wiki,Thu Jan 01 12:55:19 EET 1970,1.3651125137515832,0.3270662094256645,indeed but they may recognize you after you nickname when you post later,recognise nickname post late.
207,204,Mona-chat,Thu Jan 01 12:55:35 EET 1970,9.29877680779245,24.95861823966519, or they just need an answer right away and do not want to waste time searching for it on a forum,need answer right away want waste time search forum.
208,206,corina-forum,Thu Jan 01 12:55:47 EET 1970,4.299722433970094,0.6476685719737418,A private one is the best solution :p,private good solution.
209,205,diana-wiki,Thu Jan 01 12:55:52 EET 1970,3.965978089011514,5.518358445153114,But we need to make the dissections public to everyone,need make dissection public.
210,208,cristi-wave,Thu Jan 01 12:56:11 EET 1970,5.221843205485422,4.528318757450489,I think a chat room is suitable in this case,think chat room suitable case.
211,207,corina-forum,Thu Jan 01 12:56:24 EET 1970,2.570831929159956,2.8754632731257646,Yes so a chat room is OK in this case,chat room okay case.
212,,Mona-chat,Thu Jan 01 12:57:02 EET 1970,14.821852305010792,31.085752090584215,Customers are different... and their needs are different.... and this is why I think we should use both chat and forums. After all our customers' satisfaction is our priority and if some of them prefer chat we should offer the possibility to use it... and if they are forum fans we should also have a forum,customer different need different. think use chat forum. customer satisfaction priority prefer chat offer possibility use forum fan forum.
213,212,corina-forum,Thu Jan 01 12:58:28 EET 1970,1.3928407482229554,1.8358482641600395,I agree...,agree.
214,212,diana-wiki,Thu Jan 01 12:59:14 EET 1970,2.2745623707696425,1.138842206423503,Yes but this depends a lot on our budget,depend lot budget.
215,214,Mona-chat,Thu Jan 01 12:59:20 EET 1970,6.874697006834187,3.285322398348107,As we were saying in our previous chat all the technologies we are sustaining are different and each one of them is great for a specific type of thing...,say previous chat technology sustain different great specific type thing.
216,214,corina-forum,Thu Jan 01 12:59:47 EET 1970,5.576436622903185,5.554727057753861,Well we can use free servers for a while,good use free server.
217,214,Mona-chat,Thu Jan 01 01:00:05 EET 1970,2.4918457632538535,0.7465112608097106,I don't link having a forum or a chat system would be so expensive,link forum chat system expensive.
218,216,stefan-blog,Thu Jan 01 01:00:25 EET 1970,8.363262040223734,31.450634555670664,I don't think this is a good idea if we have private information,think good idea private information.
219,218,Mona-chat,Thu Jan 01 01:00:28 EET 1970,3.1877437871333902,3.1819948990598013,Let's say chat would be a little more time-consuming.,let say chat little.
220,219,cristi-wave,Thu Jan 01 01:01:10 EET 1970,3.02808799159826,2.4631049374937826,Is about human resources I think,human resource think.
221,219,diana-wiki,Thu Jan 01 01:01:18 EET 1970,3.652004427997099,7.011205434100499, and we would have to pay more people to take care of that,pay people take care.
222,221,cristi-wave,Thu Jan 01 01:01:30 EET 1970,0.0,0.0,Yes,.
223,221,cristi-wave,Thu Jan 01 01:01:49 EET 1970,0.012685088697241194,4.071905517028795E-4,Unless we a have a bot with some AI ;),bot ai.
224,221,Mona-chat,Thu Jan 01 01:01:53 EET 1970,9.575237227777967,15.919456563186479,But if having a special employee to take care of the chat is too much all the other employees could take turns in answering questions,special employee take care chat employee take turn answer question.
225,218,corina-forum,Thu Jan 01 01:01:54 EET 1970,3.8484968850936596,10.950609099666949,True.... or the developers can take care of the chat,true. developer take care chat.
226,221,diana-wiki,Thu Jan 01 01:01:57 EET 1970,11.130852071232768,54.03489110163545,And we should of course take care of their training. It should be updated constantly in order to provide the best answer in little time,course take care train. update constantly order provide good answer little time.
227,226,corina-forum,Thu Jan 01 01:02:28 EET 1970,4.70274744162693,24.89822533097166,I think no training is needed....,think train need.
228,225,Mona-chat,Thu Jan 01 01:03:04 EET 1970,2.7434046181032814,4.050929180273009,Having someone online all the time it's not a must... at least this is my opinion,online time opinion.
229,227,cristi-wave,Thu Jan 01 01:03:40 EET 1970,8.178890134126659,37.08470190034358,True.but none of the developers would want to answer some questions in a chat ... their job is to develop not client support,developer want answer question chat job develop client support.
230,228,diana-wiki,Thu Jan 01 01:03:48 EET 1970,3.9822262624501645,10.540542520157354, but we should try to give answers as soon as possible,try give answer soon possible.
231,228,corina-forum,Thu Jan 01 01:04:06 EET 1970,11.754474334960427,72.70402641133201,Yes! I also wanted to say they can take care also of the forum.after all they know the best answers at any question,. want say take care know good answer question.
232,229,diana-wiki,Thu Jan 01 01:04:13 EET 1970,0.2065354749011283,0.058234841924911226,So we should hire others for that,hire.
233,230,Mona-chat,Thu Jan 01 01:05:04 EET 1970,6.740830128494348,19.079998733264556,Yes... answers should be as quick as possible ... but I don't think all of them should be right away...,answer quick possible think right away.
234,233,cristi-wave,Thu Jan 01 01:05:35 EET 1970,5.696170245272323,21.3800620014175,Full time support means more money,full time support mean money.
235,234,Mona-chat,Thu Jan 01 01:05:54 EET 1970,1.1527253287216914,0.6834068724862463,More money spent?,money spend.
236,234,diana-wiki,Thu Jan 01 01:06:09 EET 1970,1.290193112496154,0.263465301814677,True,true.
237,,cristi-wave,Thu Jan 01 01:06:32 EET 1970,5.72250008520641,15.893809662912041,More money for the company ... this kind of support is more expensive . For the client I mean,money company kind support expensive. client mean.
238,237,corina-forum,Thu Jan 01 01:07:17 EET 1970,3.924633919028009,5.247882619837489,True! A satisfied client always come back,true. satisfy client always come back.
239,237,Mona-chat,Thu Jan 01 01:07:19 EET 1970,7.392512394838831,38.811816782244705,I suggest making an experiment and trying both options: full time support and the second one,suggest make experiment try option full time support.
240,237,diana-wiki,Thu Jan 01 01:07:20 EET 1970,2.5967202193716776,5.397192069237199,But it also involves more money spent for the company,involve money spend company.
241,239,Mona-chat,Thu Jan 01 01:08:14 EET 1970,7.163051838797972,31.58088015893936,If full time support turns out to bring us more profit why not continue to use it?,full time support turn bring profit continue use.
242,241,diana-wiki,Thu Jan 01 01:08:24 EET 1970,4.314486472945172,8.90098491548362,Good idea,good idea.
243,241,stefan-blog,Thu Jan 01 01:08:36 EET 1970,2.6668860435746042,1.2164446403900717,Depends on our clients target market,depend client target market.
244,243,diana-wiki,Thu Jan 01 01:08:49 EET 1970,1.562742672432398,1.992423262433858,What do you mean?,mean.
245,,stefan-blog,Thu Jan 01 01:09:04 EET 1970,3.4750857375673094,8.582878994640298,if it is a product that you change easily we should have full support,product change easily full support.
246,243,Mona-chat,Thu Jan 01 01:09:30 EET 1970,20.117738542695527,134.26699762851683,We have to try to get to know our clients better and see which option is better ... both for them and for us. After all a satisfied customer means a step forward for our company. Another important issue for our company is the communication between employees. And I think chat would be great for that,try get know client good see option good. satisfy customer mean step forward company. important issue company communication employee. think chat great.
247,246,corina-forum,Thu Jan 01 01:12:06 EET 1970,5.6073108801419576,15.515969687438016,I agree.chat is OK but only when they are at work.in their free time they can use the forum,okay free time use forum.
248,246,diana-wiki,Thu Jan 01 01:12:28 EET 1970,4.357255098251617,9.337386612894361,I think it depends on what they are discussing,think depend discuss.
249,246,Mona-chat,Thu Jan 01 01:12:34 EET 1970,6.685384305707684,23.32478110017697,And by communication I mean notifications quick questions and answers file sharing...,communication mean notification quick question answer file share.
250,,diana-wiki,Thu Jan 01 01:12:42 EET 1970,0.0,0.0,About,.
251,,stefan-blog,Thu Jan 01 01:13:03 EET 1970,0.0,0.0,Can be done by wiki,wiki.
252,251,Mona-chat,Thu Jan 01 01:13:33 EET 1970,2.8664263832581462,0.0,Or a SVN... this would really be useful. But this is not our concern right now...,really useful. concern right.
253,252,cristi-wave,Thu Jan 01 01:14:30 EET 1970,7.934114320013858,30.734215196647867,Any sharing file system I think is OK ... if it is synchronized is better,share file system think okay synchronize good.
254,252,diana-wiki,Thu Jan 01 01:14:51 EET 1970,5.78403351502028,9.13048954293567,True it would be really useful if they have to share source code,true really useful share source code.
255,254,Mona-chat,Thu Jan 01 01:15:09 EET 1970,1.6150949016890184,0.4677409550610411,Totally agree,totally agree.
256,,stefan-blog,Thu Jan 01 01:15:13 EET 1970,3.6385197483607747,7.407971431199197,SVN is the best solution,good solution.
257,254,corina-forum,Thu Jan 01 01:15:43 EET 1970,2.6385971567092423,2.005655003479123,We can't share source code so easily,share source code easily.
258,256,diana-wiki,Thu Jan 01 01:15:47 EET 1970,7.19325548665479,23.546972613750025,But if we'd had to choose between the 5 I think chat is the best solution,choose think chat good solution.
259,257,diana-wiki,Thu Jan 01 01:15:57 EET 1970,1.0949817911453539,0.3217758749013359,Why not?. It's inside of the company,. company.
260,258,corina-forum,Thu Jan 01 01:16:59 EET 1970,0.661202685609319,0.06529024272158876,Well its something private...,private.
261,,diana-wiki,Thu Jan 01 01:17:37 EET 1970,4.0278218090411135,5.4445265676885315,But in big projects its vital to share source code,big project vital share source code.
262,260,stefan-blog,Thu Jan 01 01:17:38 EET 1970,1.5711240338428063,1.6680316003582405,Inside a company you have confidential agreement,company confidential agreement.
263,262,corina-forum,Thu Jan 01 01:18:13 EET 1970,0.5114696643851996,0.005816665850508862,OK then!,okay.
264,261,diana-wiki,Thu Jan 01 01:18:34 EET 1970,2.531553800516434,0.0,The project is developed by many programmers and there is also a testing stage too,project develop programmer test stage.
265,262,cristi-wave,Thu Jan 01 01:18:56 EET 1970,0.0,0.0,Yes...a NDA,nda.
266,,corina-forum,Thu Jan 01 01:19:35 EET 1970,0.2793482674731984,0.0,Do we cover everything?,cover.
267,,diana-wiki,Thu Jan 01 01:19:51 EET 1970,2.5609607455924928,1.7741737041226107,I think so,think.
268,266,Mona-chat,Thu Jan 01 01:19:55 EET 1970,2.189283377655702,1.8425053121556698,Let's see....,let see.
269,266,diana-wiki,Thu Jan 01 01:20:01 EET 1970,0.28341442604387573,0.09974364851424186,At left most of it,leave.
270,268,Mona-chat,Thu Jan 01 01:20:12 EET 1970,2.4004253061983443,0.0,We talked about meetings. Advertising our products,talk meeting. advertise product.
271,,corina-forum,Thu Jan 01 01:20:27 EET 1970,5.053657105651042,1.9063749557176368,So for board meeting we should use wave because of the video chat,board meet use wave video chat.
272,270,diana-wiki,Thu Jan 01 01:20:43 EET 1970,1.7581173504659566,0.47150480180330995,Offer support,offer support.
273,270,Mona-chat,Thu Jan 01 01:20:44 EET 1970,2.0799654950210233,0.0,Staying in touch with our clients,stay touch client.
274,270,corina-forum,Thu Jan 01 01:20:50 EET 1970,4.299992493684851,9.724372851147594,Yes! And for advertising the blog is the best solution,. advertise blog good solution.
275,274,cristi-wave,Thu Jan 01 01:21:01 EET 1970,1.3928407482229554,1.4857841133073628,I agree,agree.
276,273,diana-wiki,Thu Jan 01 01:21:03 EET 1970,1.8503992781998342,1.9034475825635444,And communication in the company,communication company.
277,273,corina-forum,Thu Jan 01 01:21:22 EET 1970,1.763201387638651,0.4827808461093276,Yes.forum and chat in this case,chat case.
278,277,cristi-wave,Thu Jan 01 01:22:03 EET 1970,1.7601460325082452,1.3668693144763577,And probably wave...if we include brainstorming,probably wave include brainstorm.
279,274,Mona-chat,Thu Jan 01 01:22:09 EET 1970,8.163726244575567,8.865531500750654,Another thing regarding blog... I think a blog could also be great for customers to “see” the atmosphere in the company,thing blog think blog great customer see atmosphere company.
280,,corina-forum,Thu Jan 01 01:22:12 EET 1970,9.456390536119175,9.63065740249187,We also discussed about the page of the project where we can put different stages on.and in this case wiki it would be a good solution,discuss page project put different stage case wiki good solution.
281,279,corina-forum,Thu Jan 01 01:22:56 EET 1970,1.562742672432398,1.5060025129230818,What do you mean?,mean.
282,281,Mona-chat,Thu Jan 01 01:23:13 EET 1970,5.993763171596783,8.4338764057479,The image of the company is very important and the relations between employees are a great part of it,image company important relation employee great part.
283,282,corina-forum,Thu Jan 01 01:24:34 EET 1970,4.032698045170645,8.763259182577526,I think they are more interested in the product .just saying,think interest product. say.
284,282,diana-wiki,Thu Jan 01 01:25:16 EET 1970,4.967689450800796,10.939502469203562,Agree sometimes a bad image can influence a company's sales a lot,agree wrong image influence company sale lot.
285,283,Mona-chat,Thu Jan 01 01:25:39 EET 1970,4.2634146891725,1.330395410907662,True.... but relationships between employees are also important. We could have an “inside blog”... available only for our employees,true. relationship employee important. blog available employee.
286,285,corina-forum,Thu Jan 01 01:26:57 EET 1970,1.8187387415633318,0.3832694566459217,It would be nice.... yeah for curious clients,nice. yes curious client.
287,285,Mona-chat,Thu Jan 01 01:27:02 EET 1970,6.131862061414967,10.149284026510845,There they could share experiences talk about team building activities.... there are also very important for a series company. They *,share experience talk team build activity. important series company. .
288,287,corina-forum,Thu Jan 01 01:27:59 EET 1970,2.9582004653505334,1.090700971125135,True.so in this case we should use a blog. Did we miss something?,case use blog. miss.
289,288,stefan-blog,Thu Jan 01 01:28:20 EET 1970,2.5609607455924928,5.010209598089104,I don't think so,think.
290,287,Mona-chat,Thu Jan 01 01:28:23 EET 1970,2.7614191304527007,0.0,It's important to have a real team,important real team.
291,289,Mona-chat,Thu Jan 01 01:28:38 EET 1970,3.9675202565171457,6.724703113408924,I think most of the activities are covered. So... this is it...,think activity cover. .
292,291,diana-wiki,Thu Jan 01 01:29:43 EET 1970,8.848983043668326,29.778424545133213,Yes we talked about most of them and even if we did not reach a conclusion every time we did a really good job,talk reach conclusion time really good job.
293,292,Mona-chat,Thu Jan 01 01:30:16 EET 1970,5.062130951128637,10.782511740110063,We must use all the technologies in order to be a successful company,use technology order successful company.
294,293,diana-wiki,Thu Jan 01 01:30:42 EET 1970,3.884193724954132,1.4872372381627172,True and we also need to find the perfect balance between them,true need perfect balance.
295,294,Mona-chat,Thu Jan 01 01:30:46 EET 1970,5.221867460574643,4.794206087501332,And most important of all me must know when to use each of them,important know use.
296,293,corina-forum,Thu Jan 01 01:31:04 EET 1970,1.3690572859216856,0.3253492331976873,True! So once again we have the same conclusion!,true. conclusion.
297,296,Mona-chat,Thu Jan 01 01:31:17 EET 1970,5.511341072220876,11.305670516019518,Yes!. So good job team! ;) It was really nice talking to you,. good job team. really nice talk.
298,,corina-forum,Thu Jan 01 01:32:07 EET 1970,1.247698914696202,0.5170320516527432,Okay then! We stop here for tonight! Nice chat! :),. stop tonight. nice chat. .
299,,Mona-chat,Thu Jan 01 01:32:25 EET 1970,3.268580082839397,4.752710292903018,Good night all!,good night.
300,,cristi-wave,Thu Jan 01 01:32:27 EET 1970,3.268580082839397,8.817808752016193,Good night to everyone,good night.
301,,diana-wiki,Thu Jan 01 01:32:28 EET 1970,3.780049747224597,9.386513674925427,OK...good night then :),okay good night.
302,300,stefan-blog,Thu Jan 01 01:32:32 EET 1970,3.268580082839397,13.579284266687244,Good night,good night.
303,,corina-forum,Thu Jan 01 01:32:44 EET 1970,3.268580082839397,16.847864349526642,Good night!,good night.
